pair_index,drug_1,drug_2,defect_class,detail
317,entacapone,sevelamer,hub_pair,"'sevelamer' degree 152 (18.4% of rows): non-absorbed polymeric phosphate binder; negligible systemic exposure, so absence of a reported interaction is a property of the molecule, not evidence about the pair"
318,entacapone,ustekinumab,hub_pair,"'ustekinumab' degree 140 (16.9% of rows): IgG1k monoclonal antibody; cleared by proteolytic catabolism, no CYP/transporter involvement, so absence of a reported interaction is structurally predetermined"
319,ezetimibe,dalteparin,hub_pair,"'dalteparin' degree 82 (9.9% of rows): LMWH, renally cleared, no CYP metabolism"
320,ezetimibe,levetiracetam,hub_pair,"'levetiracetam' degree 78 (9.4% of rows): non-CYP, non-protein-bound antiepileptic; renal/hydrolytic clearance"
321,ezetimibe,sevelamer,hub_pair,"'sevelamer' degree 152 (18.4% of rows): non-absorbed polymeric phosphate binder; negligible systemic exposure, so absence of a reported interaction is a property of the molecule, not evidence about the pair"
322,ezetimibe,ustekinumab,hub_pair,"'ustekinumab' degree 140 (16.9% of rows): IgG1k monoclonal antibody; cleared by proteolytic catabolism, no CYP/transporter involvement, so absence of a reported interaction is structurally predetermined"
323,famotidine,dalteparin,hub_pair,"'dalteparin' degree 82 (9.9% of rows): LMWH, renally cleared, no CYP metabolism"
324,famotidine,dextromethorph,name_truncated,"'dextromethorph': truncated form of 'dextromethorphan'; fails RxNorm exact lookup (search=0), resolves only via normalized search to 4 concepts (IN 3289 dextromethorphan + 3 PIN salts)"
325,famotidine,heparin,hub_pair,"'heparin' degree 63 (7.6% of rows): unfractionated heparin, reticuloendothelial clearance, no CYP metabolism"
326,famotidine,levetiracetam,hub_pair,"'levetiracetam' degree 78 (9.4% of rows): non-CYP, non-protein-bound antiepileptic; renal/hydrolytic clearance"
327,famotidine,liraglutide,hub_pair,"'liraglutide' degree 72 (8.7% of rows): GLP-1 peptide, endopeptidase-degraded, no CYP involvement"
328,famotidine,sevelamer,hub_pair,"'sevelamer' degree 152 (18.4% of rows): non-absorbed polymeric phosphate binder; negligible systemic exposure, so absence of a reported interaction is a property of the molecule, not evidence about the pair"
329,famotidine,ustekinumab,hub_pair,"'ustekinumab' degree 140 (16.9% of rows): IgG1k monoclonal antibody; cleared by proteolytic catabolism, no CYP/transporter involvement, so absence of a reported interaction is structurally predetermined"
330,fenofibrate,dalteparin,hub_pair,"'dalteparin' degree 82 (9.9% of rows): LMWH, renally cleared, no CYP metabolism"
331,fenofibrate,sevelamer,hub_pair,"'sevelamer' degree 152 (18.4% of rows): non-absorbed polymeric phosphate binder; negligible systemic exposure, so absence of a reported interaction is a property of the molecule, not evidence about the pair"
332,fenofibrate,ustekinumab,hub_pair,"'ustekinumab' degree 140 (16.9% of rows): IgG1k monoclonal antibody; cleared by proteolytic catabolism, no CYP/transporter involvement, so absence of a reported interaction is structurally predetermined"
333,fentanyl,dalteparin,hub_pair,"'dalteparin' degree 82 (9.9% of rows): LMWH, renally cleared, no CYP metabolism"
334,fentanyl,heparin,hub_pair,"'heparin' degree 63 (7.6% of rows): unfractionated heparin, reticuloendothelial clearance, no CYP metabolism"
335,fentanyl,sevelamer,hub_pair,"'sevelamer' degree 152 (18.4% of rows): non-absorbed polymeric phosphate binder; negligible systemic exposure, so absence of a reported interaction is a property of the molecule, not evidence about the pair"
336,fluconazole,atenolol,hub_pair,"'atenolol' degree 77 (9.3% of rows): hydrophilic beta-blocker, renally cleared, no significant CYP metabolism"
337,fluconazole,dalteparin,hub_pair,"'dalteparin' degree 82 (9.9% of rows): LMWH, renally cleared, no CYP metabolism"
338,fluconazole,heparin,hub_pair,"'heparin' degree 63 (7.6% of rows): unfractionated heparin, reticuloendothelial clearance, no CYP metabolism"
339,fluconazole,liraglutide,hub_pair,"'liraglutide' degree 72 (8.7% of rows): GLP-1 peptide, endopeptidase-degraded, no CYP involvement"
340,fluconazole,sevelamer,hub_pair,"'sevelamer' degree 152 (18.4% of rows): non-absorbed polymeric phosphate binder; negligible systemic exposure, so absence of a reported interaction is a property of the molecule, not evidence about the pair"
341,fluconazole,ustekinumab,hub_pair,"'ustekinumab' degree 140 (16.9% of rows): IgG1k monoclonal antibody; cleared by proteolytic catabolism, no CYP/transporter involvement, so absence of a reported interaction is structurally predetermined"
342,fluoxetine,sevelamer,hub_pair,"'sevelamer' degree 152 (18.4% of rows): non-absorbed polymeric phosphate binder; negligible systemic exposure, so absence of a reported interaction is a property of the molecule, not evidence about the pair"
343,fluoxetine,ustekinumab,hub_pair,"'ustekinumab' degree 140 (16.9% of rows): IgG1k monoclonal antibody; cleared by proteolytic catabolism, no CYP/transporter involvement, so absence of a reported interaction is structurally predetermined"
344,furosemide,dalteparin,hub_pair,"'dalteparin' degree 82 (9.9% of rows): LMWH, renally cleared, no CYP metabolism"
345,furosemide,dextromethorph,name_truncated,"'dextromethorph': truncated form of 'dextromethorphan'; fails RxNorm exact lookup (search=0), resolves only via normalized search to 4 concepts (IN 3289 dextromethorphan + 3 PIN salts)"
346,furosemide,sevelamer,hub_pair,"'sevelamer' degree 152 (18.4% of rows): non-absorbed polymeric phosphate binder; negligible systemic exposure, so absence of a reported interaction is a property of the molecule, not evidence about the pair"
347,furosemide,ustekinumab,hub_pair,"'ustekinumab' degree 140 (16.9% of rows): IgG1k monoclonal antibody; cleared by proteolytic catabolism, no CYP/transporter involvement, so absence of a reported interaction is structurally predetermined"
348,gabapentin,dalteparin,hub_pair,"'dalteparin' degree 82 (9.9% of rows): LMWH, renally cleared, no CYP metabolism"
349,gabapentin,heparin,hub_pair,"'heparin' degree 63 (7.6% of rows): unfractionated heparin, reticuloendothelial clearance, no CYP metabolism"
350,gabapentin,liraglutide,hub_pair,"'liraglutide' degree 72 (8.7% of rows): GLP-1 peptide, endopeptidase-degraded, no CYP involvement"
351,gabapentin,sevelamer,hub_pair,"'sevelamer' degree 152 (18.4% of rows): non-absorbed polymeric phosphate binder; negligible systemic exposure, so absence of a reported interaction is a property of the molecule, not evidence about the pair"
352,gabapentin,ustekinumab,hub_pair,"'ustekinumab' degree 140 (16.9% of rows): IgG1k monoclonal antibody; cleared by proteolytic catabolism, no CYP/transporter involvement, so absence of a reported interaction is structurally predetermined"
353,glipizide,dalteparin,hub_pair,"'dalteparin' degree 82 (9.9% of rows): LMWH, renally cleared, no CYP metabolism"
354,glipizide,sevelamer,hub_pair,"'sevelamer' degree 152 (18.4% of rows): non-absorbed polymeric phosphate binder; negligible systemic exposure, so absence of a reported interaction is a property of the molecule, not evidence about the pair"
355,glipizide,ustekinumab,hub_pair,"'ustekinumab' degree 140 (16.9% of rows): IgG1k monoclonal antibody; cleared by proteolytic catabolism, no CYP/transporter involvement, so absence of a reported interaction is structurally predetermined"
356,glyceryl trini.,dalteparin,hub_pair,"'dalteparin' degree 82 (9.9% of rows): LMWH, renally cleared, no CYP metabolism"
356,glyceryl trini.,dalteparin,name_truncated,"'glyceryl trini.': truncated/abbreviated form of 'glyceryl trinitrate'; fails RxNorm exact and normalized lookup; approximate match returns 'glyceryl' (RxCUI 2531034), a different chemical entity"
356,glyceryl trini.,dalteparin,name_unresolvable,'glyceryl trini.': no RxNorm concept returned by exact (search=0) or normalized (search=2) lookup
357,heparin,atenolol,duplicate_unordered,"unordered repeat of row 95 (atenolol|heparin); direction reversed, no exact ordered duplicate exists"
357,heparin,atenolol,hub_pair,"'heparin' degree 63 (7.6% of rows): unfractionated heparin, reticuloendothelial clearance, no CYP metabolism; 'atenolol' degree 77 (9.3% of rows): hydrophilic beta-blocker, renally cleared, no significant CYP metabolism"
358,heparin,cefuroxime,hub_pair,"'heparin' degree 63 (7.6% of rows): unfractionated heparin, reticuloendothelial clearance, no CYP metabolism"
359,heparin,acyclovir,hub_pair,"'heparin' degree 63 (7.6% of rows): unfractionated heparin, reticuloendothelial clearance, no CYP metabolism"
360,heparin,granisetron,hub_pair,"'heparin' degree 63 (7.6% of rows): unfractionated heparin, reticuloendothelial clearance, no CYP metabolism"
361,heparin,oxycodone,hub_pair,"'heparin' degree 63 (7.6% of rows): unfractionated heparin, reticuloendothelial clearance, no CYP metabolism"
362,heparin,tramadol,hub_pair,"'heparin' degree 63 (7.6% of rows): unfractionated heparin, reticuloendothelial clearance, no CYP metabolism"
363,heparin,zaleplon,hub_pair,"'heparin' degree 63 (7.6% of rows): unfractionated heparin, reticuloendothelial clearance, no CYP metabolism"
364,heparin,lantus,hub_pair,"'heparin' degree 63 (7.6% of rows): unfractionated heparin, reticuloendothelial clearance, no CYP metabolism"
364,heparin,lantus,name_brand,'lantus': brand name (RxNorm BN 261551); ingredient is insulin glargine (IN 274783)
365,heparin,conjugated estrogens,hub_pair,"'heparin' degree 63 (7.6% of rows): unfractionated heparin, reticuloendothelial clearance, no CYP metabolism"
365,heparin,conjugated estrogens,name_ambiguous,"'conjugated estrogens': multi-component botanical mixture (IN 4099, 'estrogens, conjugated (USP)'); not a single ingredient — component estrogens have distinct CYP substrate profiles"
366,heparin,dextromethorph,duplicate_unordered,"unordered repeat of row 265 (dextromethorph|heparin); direction reversed, no exact ordered duplicate exists"
366,heparin,dextromethorph,hub_pair,"'heparin' degree 63 (7.6% of rows): unfractionated heparin, reticuloendothelial clearance, no CYP metabolism"
366,heparin,dextromethorph,name_truncated,"'dextromethorph': truncated form of 'dextromethorphan'; fails RxNorm exact lookup (search=0), resolves only via normalized search to 4 concepts (IN 3289 dextromethorphan + 3 PIN salts)"
367,heparin,levetiracetam,hub_pair,"'heparin' degree 63 (7.6% of rows): unfractionated heparin, reticuloendothelial clearance, no CYP metabolism; 'levetiracetam' degree 78 (9.4% of rows): non-CYP, non-protein-bound antiepileptic; renal/hydrolytic clearance"
368,heparin,liraglutide,hub_pair,"'heparin' degree 63 (7.6% of rows): unfractionated heparin, reticuloendothelial clearance, no CYP metabolism; 'liraglutide' degree 72 (8.7% of rows): GLP-1 peptide, endopeptidase-degraded, no CYP involvement"
369,heparin,methylphenidate,hub_pair,"'heparin' degree 63 (7.6% of rows): unfractionated heparin, reticuloendothelial clearance, no CYP metabolism"
370,heparin,niacin,hub_pair,"'heparin' degree 63 (7.6% of rows): unfractionated heparin, reticuloendothelial clearance, no CYP metabolism"
371,heparin,pregabalin,hub_pair,"'heparin' degree 63 (7.6% of rows): unfractionated heparin, reticuloendothelial clearance, no CYP metabolism"
372,heparin,raltegravir,hub_pair,"'heparin' degree 63 (7.6% of rows): unfractionated heparin, reticuloendothelial clearance, no CYP metabolism"
373,heparin,salbutamol,hub_pair,"'heparin' degree 63 (7.6% of rows): unfractionated heparin, reticuloendothelial clearance, no CYP metabolism"
373,heparin,salbutamol,name_nomenclature_inconsistent,'salbutamol': INN; the RxNorm/USAN preferred term is albuterol (IN 435). Same inconsistency
374,heparin,sevelamer,hub_pair,"'heparin' degree 63 (7.6% of rows): unfractionated heparin, reticuloendothelial clearance, no CYP metabolism; 'sevelamer' degree 152 (18.4% of rows): non-absorbed polymeric phosphate binder; negligible systemic exposure, so absence of a reported interaction is a property of the molecule, not evidence about the pair"
375,heparin,ustekinumab,hub_pair,"'heparin' degree 63 (7.6% of rows): unfractionated heparin, reticuloendothelial clearance, no CYP metabolism; 'ustekinumab' degree 140 (16.9% of rows): IgG1k monoclonal antibody; cleared by proteolytic catabolism, no CYP/transporter involvement, so absence of a reported interaction is structurally predetermined"
376,heparin,zolmitriptan,hub_pair,"'heparin' degree 63 (7.6% of rows): unfractionated heparin, reticuloendothelial clearance, no CYP metabolism"
377,humalog,dalteparin,hub_pair,"'dalteparin' degree 82 (9.9% of rows): LMWH, renally cleared, no CYP metabolism"
377,humalog,dalteparin,name_brand,'humalog': brand name (RxNorm BN 135805); ingredient is insulin lispro (IN 86009)
378,humalog,dextromethorph,name_brand,'humalog': brand name (RxNorm BN 135805); ingredient is insulin lispro (IN 86009)
378,humalog,dextromethorph,name_truncated,"'dextromethorph': truncated form of 'dextromethorphan'; fails RxNorm exact lookup (search=0), resolves only via normalized search to 4 concepts (IN 3289 dextromethorphan + 3 PIN salts)"
379,humalog,heparin,hub_pair,"'heparin' degree 63 (7.6% of rows): unfractionated heparin, reticuloendothelial clearance, no CYP metabolism"
379,humalog,heparin,name_brand,'humalog': brand name (RxNorm BN 135805); ingredient is insulin lispro (IN 86009)
380,humalog,levetiracetam,hub_pair,"'levetiracetam' degree 78 (9.4% of rows): non-CYP, non-protein-bound antiepileptic; renal/hydrolytic clearance"
380,humalog,levetiracetam,name_brand,'humalog': brand name (RxNorm BN 135805); ingredient is insulin lispro (IN 86009)
381,humalog,liraglutide,hub_pair,"'liraglutide' degree 72 (8.7% of rows): GLP-1 peptide, endopeptidase-degraded, no CYP involvement"
381,humalog,liraglutide,name_brand,'humalog': brand name (RxNorm BN 135805); ingredient is insulin lispro (IN 86009)
381,humalog,liraglutide,same_class,"both ATC A10A/A10B antidiabetics (insulin lispro + GLP-1 RA); additive hypoglycaemia is a recognised pharmacodynamic interaction, not a null pair"
382,humalog,sevelamer,hub_pair,"'sevelamer' degree 152 (18.4% of rows): non-absorbed polymeric phosphate binder; negligible systemic exposure, so absence of a reported interaction is a property of the molecule, not evidence about the pair"
382,humalog,sevelamer,name_brand,'humalog': brand name (RxNorm BN 135805); ingredient is insulin lispro (IN 86009)
383,humalog,ustekinumab,hub_pair,"'ustekinumab' degree 140 (16.9% of rows): IgG1k monoclonal antibody; cleared by proteolytic catabolism, no CYP/transporter involvement, so absence of a reported interaction is structurally predetermined"
383,humalog,ustekinumab,name_brand,'humalog': brand name (RxNorm BN 135805); ingredient is insulin lispro (IN 86009)
384,hydralazine,dalteparin,hub_pair,"'dalteparin' degree 82 (9.9% of rows): LMWH, renally cleared, no CYP metabolism"
385,hydralazine,sevelamer,hub_pair,"'sevelamer' degree 152 (18.4% of rows): non-absorbed polymeric phosphate binder; negligible systemic exposure, so absence of a reported interaction is a property of the molecule, not evidence about the pair"
386,hydralazine,ustekinumab,hub_pair,"'ustekinumab' degree 140 (16.9% of rows): IgG1k monoclonal antibody; cleared by proteolytic catabolism, no CYP/transporter involvement, so absence of a reported interaction is structurally predetermined"
387,hydrochlorothiazide,dalteparin,hub_pair,"'dalteparin' degree 82 (9.9% of rows): LMWH, renally cleared, no CYP metabolism"
388,hydrochlorothiazide,dextromethorph,duplicate_unordered,"unordered repeat of row 266 (dextromethorph|hydrochlorothiazide); direction reversed, no exact ordered duplicate exists"
388,hydrochlorothiazide,dextromethorph,name_truncated,"'dextromethorph': truncated form of 'dextromethorphan'; fails RxNorm exact lookup (search=0), resolves only via normalized search to 4 concepts (IN 3289 dextromethorphan + 3 PIN salts)"
389,hydrochlorothiazide,heparin,hub_pair,"'heparin' degree 63 (7.6% of rows): unfractionated heparin, reticuloendothelial clearance, no CYP metabolism"
390,hydrochlorothiazide,levetiracetam,hub_pair,"'levetiracetam' degree 78 (9.4% of rows): non-CYP, non-protein-bound antiepileptic; renal/hydrolytic clearance"
391,hydrochlorothiazide,sevelamer,hub_pair,"'sevelamer' degree 152 (18.4% of rows): non-absorbed polymeric phosphate binder; negligible systemic exposure, so absence of a reported interaction is a property of the molecule, not evidence about the pair"
391,hydrochlorothiazide,sevelamer,implausible_coprescription,"sevelamer indicates dialysis-dependent CKD (hyperphosphataemia of ESRD), but thiazides are ineffective at eGFR<30 mL/min — the two drugs are not co-prescribable in the same patient, so 'no reported interaction' reflects absent co-exposure"
392,hydrochlorothiazide,ustekinumab,hub_pair,"'ustekinumab' degree 140 (16.9% of rows): IgG1k monoclonal antibody; cleared by proteolytic catabolism, no CYP/transporter involvement, so absence of a reported interaction is structurally predetermined"
393,hydrocodone,isosorbide,hub_pair,"'hydrocodone' degree 50 (6.0% of rows): CYP2D6/3A4 substrate; high degree reflects sampling, not inertness"
393,hydrocodone,isosorbide,name_ambiguous,"'isosorbide': resolves to RxNorm IN 6057 'isosorbide', the osmotic diuretic (450 mg/mL oral solution), NOT the intended top-200 antianginal; does not distinguish isosorbide mononitrate (PIN 28004) from isosorbide dinitrate (IN 6058)"
394,hydrocodone,zopiclone,hub_pair,"'hydrocodone' degree 50 (6.0% of rows): CYP2D6/3A4 substrate; high degree reflects sampling, not inertness"
394,hydrocodone,zopiclone,same_class,both CNS depressants (opioid + Z-drug); additive sedation/respiratory depression is an FDA boxed-warning combination
395,hydrocodone,amoxicillin,hub_pair,"'hydrocodone' degree 50 (6.0% of rows): CYP2D6/3A4 substrate; high degree reflects sampling, not inertness"
396,hydrocodone,aspirin,hub_pair,"'hydrocodone' degree 50 (6.0% of rows): CYP2D6/3A4 substrate; high degree reflects sampling, not inertness"
396,hydrocodone,aspirin,same_class,share ATC 4th level N02AJ (opioid + non-opioid analgesic combinations); co-formulated products exist
397,hydrocodone,benztropine,hub_pair,"'hydrocodone' degree 50 (6.0% of rows): CYP2D6/3A4 substrate; high degree reflects sampling, not inertness"
398,hydrocodone,cefdinir,hub_pair,"'hydrocodone' degree 50 (6.0% of rows): CYP2D6/3A4 substrate; high degree reflects sampling, not inertness"
399,hydrocodone,cefuroxime,hub_pair,"'hydrocodone' degree 50 (6.0% of rows): CYP2D6/3A4 substrate; high degree reflects sampling, not inertness"
400,hydrocodone,cephalexin,hub_pair,"'hydrocodone' degree 50 (6.0% of rows): CYP2D6/3A4 substrate; high degree reflects sampling, not inertness"
401,hydrocodone,chlorhexidine,hub_pair,"'hydrocodone' degree 50 (6.0% of rows): CYP2D6/3A4 substrate; high degree reflects sampling, not inertness"
401,hydrocodone,chlorhexidine,implausible_coprescription,"chlorhexidine is a topical/oral-rinse antiseptic with negligible systemic absorption; a systemic pharmacokinetic interaction is precluded by route, so the negative label is uninformative"
402,hydrocodone,alfuzosin,hub_pair,"'hydrocodone' degree 50 (6.0% of rows): CYP2D6/3A4 substrate; high degree reflects sampling, not inertness"
403,hydrocodone,bisoprolol,hub_pair,"'hydrocodone' degree 50 (6.0% of rows): CYP2D6/3A4 substrate; high degree reflects sampling, not inertness"
404,hydrocodone,finasteride,hub_pair,"'hydrocodone' degree 50 (6.0% of rows): CYP2D6/3A4 substrate; high degree reflects sampling, not inertness"
405,hydrocodone,glimepiride,hub_pair,"'hydrocodone' degree 50 (6.0% of rows): CYP2D6/3A4 substrate; high degree reflects sampling, not inertness"
406,hydrocodone,zaleplon,hub_pair,"'hydrocodone' degree 50 (6.0% of rows): CYP2D6/3A4 substrate; high degree reflects sampling, not inertness"
406,hydrocodone,zaleplon,same_class,both CNS depressants (opioid + Z-drug); additive sedation/respiratory depression is an FDA boxed-warning combination
407,hydrocodone,pemetrexed,hub_pair,"'hydrocodone' degree 50 (6.0% of rows): CYP2D6/3A4 substrate; high degree reflects sampling, not inertness"
408,hydrocodone,warfarin,hub_pair,"'hydrocodone' degree 50 (6.0% of rows): CYP2D6/3A4 substrate; high degree reflects sampling, not inertness"
409,hydrocodone,lantus,hub_pair,"'hydrocodone' degree 50 (6.0% of rows): CYP2D6/3A4 substrate; high degree reflects sampling, not inertness"
409,hydrocodone,lantus,name_brand,'lantus': brand name (RxNorm BN 261551); ingredient is insulin glargine (IN 274783)
410,hydrocodone,conjugated estrogens,hub_pair,"'hydrocodone' degree 50 (6.0% of rows): CYP2D6/3A4 substrate; high degree reflects sampling, not inertness"
410,hydrocodone,conjugated estrogens,name_ambiguous,"'conjugated estrogens': multi-component botanical mixture (IN 4099, 'estrogens, conjugated (USP)'); not a single ingredient — component estrogens have distinct CYP substrate profiles"
411,hydrocodone,dalteparin,hub_pair,"'hydrocodone' degree 50 (6.0% of rows): CYP2D6/3A4 substrate; high degree reflects sampling, not inertness; 'dalteparin' degree 82 (9.9% of rows): LMWH, renally cleared, no CYP metabolism"
412,hydrocodone,diclofenac,hub_pair,"'hydrocodone' degree 50 (6.0% of rows): CYP2D6/3A4 substrate; high degree reflects sampling, not inertness"
413,hydrocodone,donepezil,hub_pair,"'hydrocodone' degree 50 (6.0% of rows): CYP2D6/3A4 substrate; high degree reflects sampling, not inertness"
414,hydrocodone,dutasteride,hub_pair,"'hydrocodone' degree 50 (6.0% of rows): CYP2D6/3A4 substrate; high degree reflects sampling, not inertness"
415,hydrocodone,famotidine,hub_pair,"'hydrocodone' degree 50 (6.0% of rows): CYP2D6/3A4 substrate; high degree reflects sampling, not inertness"
416,hydrocodone,fenofibrate,hub_pair,"'hydrocodone' degree 50 (6.0% of rows): CYP2D6/3A4 substrate; high degree reflects sampling, not inertness"
417,hydrocodone,furosemide,hub_pair,"'hydrocodone' degree 50 (6.0% of rows): CYP2D6/3A4 substrate; high degree reflects sampling, not inertness"
418,hydrocodone,glipizide,hub_pair,"'hydrocodone' degree 50 (6.0% of rows): CYP2D6/3A4 substrate; high degree reflects sampling, not inertness"
419,hydrocodone,glyceryl trini.,hub_pair,"'hydrocodone' degree 50 (6.0% of rows): CYP2D6/3A4 substrate; high degree reflects sampling, not inertness"
419,hydrocodone,glyceryl trini.,name_truncated,"'glyceryl trini.': truncated/abbreviated form of 'glyceryl trinitrate'; fails RxNorm exact and normalized lookup; approximate match returns 'glyceryl' (RxCUI 2531034), a different chemical entity"
419,hydrocodone,glyceryl trini.,name_unresolvable,'glyceryl trini.': no RxNorm concept returned by exact (search=0) or normalized (search=2) lookup
420,hydrocodone,humalog,hub_pair,"'hydrocodone' degree 50 (6.0% of rows): CYP2D6/3A4 substrate; high degree reflects sampling, not inertness"
420,hydrocodone,humalog,name_brand,'humalog': brand name (RxNorm BN 135805); ingredient is insulin lispro (IN 86009)
421,hydrocodone,lactulose,hub_pair,"'hydrocodone' degree 50 (6.0% of rows): CYP2D6/3A4 substrate; high degree reflects sampling, not inertness"
422,hydrocodone,levofloxacin,hub_pair,"'hydrocodone' degree 50 (6.0% of rows): CYP2D6/3A4 substrate; high degree reflects sampling, not inertness"
423,hydrocodone,liraglutide,hub_pair,"'hydrocodone' degree 50 (6.0% of rows): CYP2D6/3A4 substrate; high degree reflects sampling, not inertness; 'liraglutide' degree 72 (8.7% of rows): GLP-1 peptide, endopeptidase-degraded, no CYP involvement"
424,hydrocodone,meloxicam,hub_pair,"'hydrocodone' degree 50 (6.0% of rows): CYP2D6/3A4 substrate; high degree reflects sampling, not inertness"
425,hydrocodone,memantine,hub_pair,"'hydrocodone' degree 50 (6.0% of rows): CYP2D6/3A4 substrate; high degree reflects sampling, not inertness"
426,hydrocodone,metformin,hub_pair,"'hydrocodone' degree 50 (6.0% of rows): CYP2D6/3A4 substrate; high degree reflects sampling, not inertness"
427,hydrocodone,methotrexate,hub_pair,"'hydrocodone' degree 50 (6.0% of rows): CYP2D6/3A4 substrate; high degree reflects sampling, not inertness"
428,hydrocodone,montelukast,hub_pair,"'hydrocodone' degree 50 (6.0% of rows): CYP2D6/3A4 substrate; high degree reflects sampling, not inertness"
429,hydrocodone,moxifloxacin,hub_pair,"'hydrocodone' degree 50 (6.0% of rows): CYP2D6/3A4 substrate; high degree reflects sampling, not inertness"
430,hydrocodone,mupirocin,hub_pair,"'hydrocodone' degree 50 (6.0% of rows): CYP2D6/3A4 substrate; high degree reflects sampling, not inertness"
430,hydrocodone,mupirocin,implausible_coprescription,"mupirocin is a topical-only antibacterial with negligible systemic absorption; a systemic pharmacokinetic interaction is precluded by route, so the negative label is uninformative"
431,hydrocodone,naproxen,hub_pair,"'hydrocodone' degree 50 (6.0% of rows): CYP2D6/3A4 substrate; high degree reflects sampling, not inertness"
432,hydrocodone,nitrofurantoin,hub_pair,"'hydrocodone' degree 50 (6.0% of rows): CYP2D6/3A4 substrate; high degree reflects sampling, not inertness"
433,hydrocodone,omeprazole,hub_pair,"'hydrocodone' degree 50 (6.0% of rows): CYP2D6/3A4 substrate; high degree reflects sampling, not inertness"
434,hydrocodone,oseltamivir,hub_pair,"'hydrocodone' degree 50 (6.0% of rows): CYP2D6/3A4 substrate; high degree reflects sampling, not inertness"
435,hydrocodone,penicillin,hub_pair,"'hydrocodone' degree 50 (6.0% of rows): CYP2D6/3A4 substrate; high degree reflects sampling, not inertness"
435,hydrocodone,penicillin,name_ambiguous,"'penicillin': class/stem term, not a dispensable ingredient; does not specify penicillin G (IN 7980) vs penicillin V (IN 7984) vs benzathine/procaine salt, nor route (IV vs oral) — PK and DDI profile differ by salt/route"
435,hydrocodone,penicillin,name_unresolvable,'penicillin': no RxNorm concept returned by exact (search=0) or normalized (search=2) lookup
436,hydrocodone,raltegravir,hub_pair,"'hydrocodone' degree 50 (6.0% of rows): CYP2D6/3A4 substrate; high degree reflects sampling, not inertness"
437,hydrocodone,salmeterol,hub_pair,"'hydrocodone' degree 50 (6.0% of rows): CYP2D6/3A4 substrate; high degree reflects sampling, not inertness"
438,hydrocodone,sevelamer,hub_pair,"'hydrocodone' degree 50 (6.0% of rows): CYP2D6/3A4 substrate; high degree reflects sampling, not inertness; 'sevelamer' degree 152 (18.4% of rows): non-absorbed polymeric phosphate binder; negligible systemic exposure, so absence of a reported interaction is a property of the molecule, not evidence about the pair"
439,hydrocodone,sitagliptin,hub_pair,"'hydrocodone' degree 50 (6.0% of rows): CYP2D6/3A4 substrate; high degree reflects sampling, not inertness"
440,hydrocodone,triamcinolone,hub_pair,"'hydrocodone' degree 50 (6.0% of rows): CYP2D6/3A4 substrate; high degree reflects sampling, not inertness"
441,hydrocodone,valganciclovir,hub_pair,"'hydrocodone' degree 50 (6.0% of rows): CYP2D6/3A4 substrate; high degree reflects sampling, not inertness"
442,hydrocodone,vardenafil,hub_pair,"'hydrocodone' degree 50 (6.0% of rows): CYP2D6/3A4 substrate; high degree reflects sampling, not inertness"
443,hydroxychloroquine,conjugated estrogens,name_ambiguous,"'conjugated estrogens': multi-component botanical mixture (IN 4099, 'estrogens, conjugated (USP)'); not a single ingredient — component estrogens have distinct CYP substrate profiles"
444,hydroxychloroquine,dalteparin,hub_pair,"'dalteparin' degree 82 (9.9% of rows): LMWH, renally cleared, no CYP metabolism"
445,hydroxychloroquine,heparin,hub_pair,"'heparin' degree 63 (7.6% of rows): unfractionated heparin, reticuloendothelial clearance, no CYP metabolism"
446,hydroxychloroquine,levetiracetam,hub_pair,"'levetiracetam' degree 78 (9.4% of rows): non-CYP, non-protein-bound antiepileptic; renal/hydrolytic clearance"
447,hydroxychloroquine,ustekinumab,hub_pair,"'ustekinumab' degree 140 (16.9% of rows): IgG1k monoclonal antibody; cleared by proteolytic catabolism, no CYP/transporter involvement, so absence of a reported interaction is structurally predetermined"
447,hydroxychloroquine,ustekinumab,same_class,both immunomodulators used in overlapping autoimmune indications; additive immunosuppression
448,imipramine,dalteparin,hub_pair,"'dalteparin' degree 82 (9.9% of rows): LMWH, renally cleared, no CYP metabolism"
449,imipramine,heparin,hub_pair,"'heparin' degree 63 (7.6% of rows): unfractionated heparin, reticuloendothelial clearance, no CYP metabolism"
450,imipramine,liraglutide,hub_pair,"'liraglutide' degree 72 (8.7% of rows): GLP-1 peptide, endopeptidase-degraded, no CYP involvement"
451,imipramine,sevelamer,hub_pair,"'sevelamer' degree 152 (18.4% of rows): non-absorbed polymeric phosphate binder; negligible systemic exposure, so absence of a reported interaction is a property of the molecule, not evidence about the pair"
452,imipramine,ustekinumab,hub_pair,"'ustekinumab' degree 140 (16.9% of rows): IgG1k monoclonal antibody; cleared by proteolytic catabolism, no CYP/transporter involvement, so absence of a reported interaction is structurally predetermined"
454,lactulose,dalteparin,hub_pair,"'dalteparin' degree 82 (9.9% of rows): LMWH, renally cleared, no CYP metabolism"
455,lactulose,heparin,hub_pair,"'heparin' degree 63 (7.6% of rows): unfractionated heparin, reticuloendothelial clearance, no CYP metabolism"
456,lactulose,liraglutide,hub_pair,"'liraglutide' degree 72 (8.7% of rows): GLP-1 peptide, endopeptidase-degraded, no CYP involvement"
